Module ID,Module functional association title,Number of unique genes,Illumina Probe IDs,Symbols of member genes
M16.46,TBD,48,"1801851, 1697118, 1673898, 1726104, 1791792, 1653553, 1701724, 2413318, 1743783, 2266309, 1702383, 1664863, 1733667, 1687419, 1703573, 2226955, 1685678, 1771870, 1804248, 1768743, 2356574, 1882354, 2412024, 1651684, 1810852, 1677122, 1746716, 1652215, 1757336, 1661627, 1718171, 1814022, 1680692, 2094648, 1692938, 1704404, 1695461, 1744146, 1735792, 2415722, 2268381, 1735148, 1794599, 1737164, 1655068, 2404665, 1714216, 1687711","ALPPL2, ARMC6, ATG12, C11ORF51, C12ORF5, C14ORF80, C7ORF20, CCDC32, CCDC43, CEPT1, CNGB1, CTRL, DHX35, DHX8, DNAJC17, ECOP, EEF1B2, FAM98C, FDPS, FIP1L1, GTF3C2, HS.192784, JMJD6, KIAA0586, LAMC1, LOC130074, LOC643035, LOC644310, LRCH3, LZIC, MED26, NR1H3, NUCKS1, PRAMEF5, PSAT1, PSMD13, PTPRA, PTTG2, RHBDF2, RPS29, RRBP1, SEC24B, SNRPD3, TM9SF1, TOM1L2, TRIM5, TSC2, ZNF576"
M16.47,TNF,47,"1794072, 1815361, 1734010, 1802942, 1708983, 2100285, 1728069, 1683165, 1808132, 2149952, 1661566, 1748836, 1854861, 1886750, 1900994, 1887349, 1917334, 1831734, 1904701, 1887618, 1859661, 1747344, 1775004, 1704247, 1751410, 1799837, 2125562, 1732024, 1773063, 1812503, 1661516, 1809607, 1720578, 1795944, 1788180, 1723743, 1704056, 2324029, 1815165, 1735445, 2391178, 1798528, 1718182, 1704022, 1715540, 1762879, 1803609","B3GAT1, BIRC4, C10ORF118, C6ORF25, CASC1, CCDC147, DDX19-DDX19L, FAM20C, FAS, FLJ45256, FSTL4, FUZ, HS.131188, HS.156574, HS.282397, HS.390542, HS.542805, HS.552203, HS.565250, HS.574008, HS.574968, IL3RA, KCNQ3, LAMA3, LOC286310, LOC727848, MOBK1B, OR2A5, OSBPL1A, PHKA1, POLR2J3, PPIF, PRAF2, PRR13, RAB13, ROM1, RPPH1, SCRIB, SLC28A1, SLC7A9, STAR, SULT1A2, THRA, TMEM207, TRAIP, WDR21B, XKR3"
M16.48,TBD,47,"1815392, 1705922, 1723921, 1664488, 1721338, 1731639, 1787877, 2375830, 1761812, 1663263, 1670076, 1750901, 1790810, 1916642, 1819640, 1821876, 1683133, 1684834, 1695744, 1793300, 1690870, 1655428, 1781236, 1808754, 1773175, 1664118, 1665970, 1795159, 1655190, 1796543, 1799699, 1785919, 1685886, 2409793, 1720595, 1806068, 1689129, 1758356, 2149782, 1667125, 2081645, 1750624, 1767717, 1687652, 1801931, 1760047, 2242998","ACTRT1, BAIAP2, C10ORF30, C10ORF64, C22ORF23, CASP3, CCNT2, DIXDC1, DMD, EPHA10, FAM155B, GNAT1, HCN4, HS.540289, HS.548045, HS.575473, KLF15, LBH, LILRB2, LOC391475, LOC401056, LOC442711, LOC554223, LOC641860, LOC642399, LOC643665, LOC646562, LOC647741, LOC649044, LOC651680, LOC654187, LOC728229, MAPK4, MAZ, MDGA1, NOC4L, OPRM1, OR2W5, RAMP2, RPS6KL1, RSPO2, RXRG, SLC2A11, TGFB3, USP41, VAX2, ZNF682"
M16.49,TBD,45,"2094261, 1694882, 1783392, 1666742, 1810069, 2276996, 1711453, 1691294, 2374362, 1729175, 1658439, 2354649, 2415572, 2408730, 2116594, 2328835, 1666733, 1744126, 1676233, 1768598, 1679044, 1689876, 1658978, 1719149, 1654313, 1746020, 1766154, 1743208, 2342835, 2179873, 1694799, 1813594, 1742922, 2374234, 1692705, 1796835, 1729058, 1674780, 1750394, 2394161, 1698139, 2327780, 1732198, 1671818, 2343036, 2271894","AMY1B, AMY2B, BTN2A1, C9ORF72, CCNYL1, CCR2, CLEC12A, CTBP2, FAM108B1, FBXO3, FLJ13611, FUSIP1, GALC, GCC2, GPR89A, IHPK2, IL8, ING4, INTS4, LAIR1, LOC644584, LOC648189, LOC650155, LOC653663, LOC730995, MDM4, MRPL30, NEDD1, P2RY14, PHC3, PIAS2, PREI3, PRIM2A, PRKACB, RECQL, RWDD3, SCAMP1, SF3B1, SLC39A6, ST8SIA4, TCEA1, TRIM23, UTS2, UTS2, ZMYM5, ZNF654"
M16.50,TBD,45,"1668924, 1729450, 1659975, 1693323, 1711049, 1794863, 1800530, 1807359, 2329114, 1730329, 2371458, 1810267, 1801341, 1743204, 1805448, 1690329, 1795865, 1731014, 2193706, 1821517, 1911927, 1662038, 1707904, 1800221, 1740685, 1689156, 1657550, 1685445, 2219512, 1803094, 1708916, 1661490, 1734276, 1744937, 1731561, 1712673, 1812169, 1789464, 1688672, 1810727, 1683755, 1669851, 1814917, 1810441, 2325185","BEGAIN, C16ORF62, C1ORF216, C6ORF162, CACNA2D2, CAMK2N1, CENTG2, CLEC11A, COLQ, CRSP6, CXCR7, DNHD1, DNHD2, DUSP8, EPB41L2, FAM118B, FGFRL1, HEMK1, HRK, HS.508682, HS.559008, LARGE, LOC641518, LOC643624, LOC652541, MMAB, MVD, NOTCH2NL, NPHP4, PDGFD, PDZD4, PFDN6, PMEPA1, PTPRM, ROBO3, SASH1, SERAC1, SERINC5, SIGLECP3, SLC25A45, SOX13, STAG3L4, TLE2, TRIM3, TYSND1"
M16.51,TBD,43,"2403446, 1702933, 1757347, 1813641, 1655821, 1770787, 2368575, 1737157, 1757406, 1813314, 1721113, 2058141, 1792497, 1917338, 1832425, 1693668, 1780502, 1691402, 1753925, 1804530, 1764628, 1657478, 1774844, 1708782, 2401618, 1721344, 1764596, 1694950, 1670096, 1746135, 1803180, 1669718, 1709815, 1815063, 1706758, 2402463, 1658407, 1676010, 1707804, 1804663, 1693045, 1741755, 1742981","ABHD2, ADM2, C22ORF9, C9ORF167, CAPG, DDAH2, GIYD1, GRAMD1A, HIST1H1C, HIST1H2BK, HLA-C, HMGN2, HRB, HS.311855, HS.473255, KIAA0261, LOC641798, LOC644162, LOC645609, LOC653888, LYPLA2, MAGEL2, MAPKAPK2, MFAP3, MLX, MOBKL2A, MPST, MRPL28, NRBP1, PHF23, PRDX6, PSENEN, PURG, PXK, SEC24C, SHMT1, SLC43A3, SP1, SULT1A3, THBS3, TMED1, TRIM29, TUBA1A"
M16.52,Lymphocyte,43,"1788061, 1719498, 1794512, 1782086, 1753755, 1670398, 1760613, 1682102, 2174805, 1740764, 1703072, 2120103, 1710710, 1755710, 2053490, 1756874, 1670215, 1805221, 1659990, 1724138, 1800989, 1733807, 1725031, 1663173, 1749396, 1782798, 1726164, 1782094, 1656372, 1679979, 2147863, 1691119, 2273882, 2361643, 1678423, 1769458, 2400935, 1666852, 1814557, 1654457, 1776334, 1727218, 1793673","ABHD7, ADPRH, AOC3, B4GALT2, BCR, C14ORF1, C14ORF119, CD300LG, CHD3, CREB3, CTGLF4, DEDD, EFNA4, FAM53B, FBXO42, FLJ46836, GOLGA7, HIG2, HTATIP, HTR6, IGF2BP1, LHFPL1, LOC442582, LSR, MDFI, NEDD9, PAIP2, PES1, PLK3, QSER1, RNF122, RNF38, RRAGB, SEPT12, SPA17, SPIN2B, TAGLN, TRIM62, TRPS1, TXN2, UXS1, ZBTB6, ZNF766"
M16.53,TBD,42,"1715543, 1680111, 1704785, 2062271, 1806500, 1753482, 1717029, 2272708, 1664993, 1800152, 1708047, 1758743, 1730549, 1660976, 1722223, 1652164, 1804306, 1722438, 1789599, 2199313, 1760649, 2194561, 1709800, 2359887, 1809818, 2400512, 2218648, 1759732, 1733874, 1720137, 2378708, 1778187, 1756542, 2211534, 1709124, 1749212, 2177832, 1779356, 1697160, 1728024, 1806052, 2379313","ACOT1, AHDC1, C10ORF125, CDK5R1, CPNE5, FAM86C, FLJ33590, GIYD1, GIYD2, KIAA1271, LOC648581, LOC650020, LOC652734, LOC653204, LOC728452, LOC729196, LYPLA2P1, MGAT4B, NBL1, NPDC1, PCK2, PLEKHG1, POMZP3, PPP2R5D, PRCC, PRKCSH, RAG1AP1, RFNG, SH2D2A, SSBP4, TAF6, TARS2, TBC1D17, TMC8, TMEM16H, TMEM189-UBE2V1, TOR2A, TP53, TTC7A, TUBG1, UNC119, ZNF493"
M16.54,TBD,40,"2285506, 1698209, 1751086, 1772124, 1800590, 1657746, 1707339, 2196337, 1807533, 1786273, 1701131, 1813028, 2198185, 1657619, 1758728, 1750160, 1710676, 2107991, 1732537, 1666078, 1864422, 1761474, 1719471, 1672884, 1727348, 1789793, 2197247, 1697682, 1812067, 2370365, 2149053, 1661424, 1770373, 2392143, 1771862, 2075847, 2362457, 2337835, 1764891, 1763641","ACSL4, AGPS, ATL3, ATRN, BBS1, BPHL, BTG3, C12ORF11, C17ORF71, C1ORF122, C2ORF49, CBX5, CXORF12, DNAJB14, FANCG, FASTKD3, FBXO5, HABP4, HEATR2, HLA-H, HS.283402, LOC654189, MSH3, MTFMT, NMD3, NUAK2, POLR3A, RECQL5, RER1, RFC4, RIF1, THAP6, TMEM39A, TRAF6, TXNDC11, ZC3H10, ZDHHC16, ZNF182, ZNF384, ZNF614"
M16.55,TBD,40,"1686370, 1787064, 1655868, 1656159, 2168766, 2382083, 1682960, 1701839, 1724966, 1737878, 1846992, 1869943, 1854814, 1892306, 1859874, 1885233, 1840401, 1788711, 2292748, 1789500, 1698519, 1653667, 1716717, 1801999, 1667171, 1776838, 1752832, 2316278, 1766157, 1715242, 1789342, 1732467, 1751645, 1678799, 1713746, 1685327, 1728256, 2085012, 1775171, 2347943","AGXT2L2, ANKRD17, ANP32C, ATP10D, BAGE2, CUGBP1, DTNBP1, EXOSC1, FLJ30092, FLJ34047, HS.432352, HS.445239, HS.473548, HS.544017, HS.560946, HS.561307, HS.562039, HSN2, ING5, KIAA1875, LOC642267, LOC643423, LOC644043, LOC644474, LOC651881, LOC728895, LOC729602, MAGED4B, MRVI1, NBPF1, NDUFS2, OR2AG1, OR3A4, RAPGEF1, SCAND2, SON, SPAG9, TMEM176B, WIPF2, ZNF384"
M16.56,Protein Synthesis,38,"1695590, 1703617, 1660577, 1704452, 2151056, 1690653, 1673026, 1684205, 1739770, 2206645, 2038774, 2413084, 1754865, 1687080, 1737074, 1793287, 1691611, 1661346, 2415949, 1680675, 1669456, 1705407, 1771376, 1690138, 1760303, 1797534, 2404850, 2160388, 2400143, 1808939, 1754220, 1774062, 2369785, 1766851, 1803624, 1812392, 1701052, 1751431, 2062112","ADRB2, AHSA1, ATP5G2, BCL9, C10ORF32, CDK2AP2, CHCHD3, CIB1, CRSP9, ECD, EEF1A1, HSPA8, LOC400455, LOC402251, LOC440589, LOC642755, LOC645436, LOC648210, MRRF, MRRF, NME3, NOL5A, PEA15, PHF10, PIK3R1, RIOK1, RPL14, RPL24, RPL32, RPS6, SF3A2, SLC25A5, SNRPD2, TMEM126B, TMEM147, TMSB10, TUBG2, WIBG, ZC3H15"
M16.57,TBD,38,"1806149, 1785405, 1687213, 1718771, 1789733, 2115125, 1699829, 2049184, 1768721, 1804174, 1663383, 1892498, 1834898, 1901972, 1900110, 1769158, 1661770, 1775348, 1714741, 1660412, 1717046, 1768751, 1806533, 1805606, 2309156, 2409318, 1799598, 1737312, 2080760, 1691860, 2089329, 1707326, 1715332, 1699489, 1700024, 1738549, 1736901, 1774387, 1792990","C16ORF74, C20ORF59, C8ORF13, CCDC24, CLIP3, CTGF, CTGF, DNASE1L3, DPPA4, FCGR2B, GEMIN5, HS.163084, HS.540401, HS.568676, HS.570308, ISOC2, JMJD2C, KCNH8, LOC346887, MGC27345, MOBKL2B, MTA3, PDE7B, PLEKHG1, PMEPA1, RCCD1, SIRT5, SLC25A17, SNX22, SPRY1, SPRY2, TASP1, TTC21A, TUBB6, UST, VPREB1, ZDHHC23, ZHX3, ZNF202"
M16.58,TBD,39,"2263466, 1771652, 1672811, 1682896, 1743506, 2189007, 1661454, 1905075, 1886595, 1905310, 1861916, 1656630, 1694778, 1669691, 1718353, 1751061, 1669981, 1802761, 1734702, 1691526, 2128087, 1735333, 2090351, 1693620, 1792353, 1689474, 1695317, 1676709, 1699357, 1700074, 1709604, 1758679, 1768816, 1773505, 1714274, 1778886, 1654819, 2396292, 1689901","ACADVL, BAIAP2L2, C1ORF159, C21ORF66, CCDC137, CTGLF1, DGKA, HS.123474, HS.130980, HS.336643, HS.501656, LOC644891, LOC646723, LOC650433, LOC652458, LOC728070, LOC728127, LOC728505, MANEA, MAPKAP1, NAT12, NBR1, OR7E156P, PGM3, PHC3, PMS2L1, RCBTB1, SDK2, SLC22A5, SNORA62, SNORA64, TMEM168, TMPO, USP4, ZNF274, ZNF345, ZNF589, ZNF655, ZNF658B"
M16.59,TBD,38,"1658176, 1753500, 1716384, 1697642, 1740094, 1683129, 2046024, 1712959, 1805902, 2415911, 1677162, 1808219, 1667711, 1908488, 1688727, 1772064, 1678522, 1726647, 1729115, 1716445, 1709623, 1746948, 1770963, 1805916, 1752197, 2293992, 2238928, 1780842, 2222872, 2310703, 1750636, 2180866, 1683082, 1765401, 1804277, 1707084, 1722953, 1652223, 1799082","ABCG1, ARHGAP12, ARL6IP2, BCAP29, CCDC4, CCNL1, DUSP11, DUSP2, ELA1, ENOX2, FUSIP1, HEATR3, HRASLS3, HS.570189, LOC124512, LOC54103, LOC644934, LOC650646, LOC651816, LOC727761, MAPK7, MYL5, NAALADL1, NIPSNAP1, PDDC1, RAB28, RAD51C, RANBP6, RBM18, RPS26L, RPS26L, RPS26L1, RPUSD1, RRN3, SPRED1, UBE2D4, USP47, WDR91, ZNF609"
M16.60,Cell Cycle,36,"2332250, 1717357, 1749243, 1796074, 1712803, 2145033, 1710428, 1737728, 2392472, 1664516, 2368721, 2368718, 2326273, 1751776, 1697998, 1781943, 1755811, 2121555, 1756953, 1720114, 1860051, 1753063, 1811472, 1737480, 1701882, 1671906, 2124802, 1658695, 1731070, 1700831, 1748923, 2141259, 2181432, 1814281, 1761939, 1768662, 1780667","ACOT7, AIFM1, BANF1, C18ORF56, CCNB1, CCR5, CDC2, CDCA3, CENPA, CENPF, CENPM, CENPM, CHI3L2, CKAP2L, FAM54A, FAM83D, FBXO4, FBXO5, GBP6, GMNN, HS.537991, KIF15, KIF23, LOC652155, LOC653820, MND1, MT1H, NUF2, ORC6L, SLC27A2, SMC2, SPAG5, SPC24, SPC25, TIPIN, UCK2, WDR51A"
M16.61,TBD,36,"2162799, 1768399, 2385318, 2198516, 1812479, 1704550, 2265093, 1679383, 1787370, 1686948, 2296057, 2357682, 1682501, 2292123, 1748105, 1668979, 2191313, 1678831, 1774659, 1790715, 1660179, 2377977, 1769040, 1758548, 1723815, 2377210, 2414165, 1809193, 2336280, 1694776, 1746213, 1779213, 2399190, 1681203, 1666111, 1695413","AHR, ARFIP1, ARMC8, ARRDC3, ATE1, AZIN1, C14ORF118, C1ORF108, C2ORF56, CASC4, CASP2, CCNT2, CNOT1, COL4A3BP, DDB1, DNAJB14, FAM21A, GCC2, LOC652388, LOC653105, MATR3, MTRR, NCOA2, NEK7, NPEPPS, PPM1B, PRDM1, PSEN1, QKI, SCP2, SNX20, TFG, TNFSF13, TWF1, YTHDC1, ZNF429"
M16.62,TBD,35,"1673119, 2307407, 2324002, 1658835, 1735220, 1805519, 1723058, 1727150, 1725072, 2223772, 1723139, 1782567, 1779373, 1681542, 1670093, 1912287, 1817678, 1903064, 1881081, 1789387, 1688812, 1791297, 1681310, 1716555, 1726153, 1668928, 2332553, 1768577, 1781182, 1661427, 1651652, 1681601, 1740572, 2092232, 2290068, 2139052","AFF1, C6ORF25, CALD1, CAV2, CAV2, CD24, CLIP1, DHRS9, DPY19L3, GP6, GPD2, GUCY1B3, HIST1H2BF, HIST1H4E, HIST2H2BF, HS.133181, HS.170991, HS.561105, HS.571151, KCNE3, LOC643720, LOC729732, MFSD7, MGC42630, MGC4677, MLKL, MSRB3, PCSK6, RAB43, RFNG, RTN3, SUCNR1, TCN2, TSR1, VAV3, ZKSCAN1"
M16.63,TBD,35,"1676893, 1765876, 1655561, 1756811, 1714667, 2060413, 1723198, 1671933, 2339627, 1800638, 1690519, 1781098, 1700232, 1823128, 1908245, 1900734, 1722292, 2260500, 2151277, 2214997, 1781952, 1815121, 1696230, 1809191, 1736796, 2101278, 2197365, 2408572, 1813796, 1677228, 1749218, 1783910, 1810093, 2320850, 1694385","ADCY3, ARHGAP24, ARPC3, C1ORF103, C20ORF107, CD24, CDKN2B, CLCC1, COPE, CUGBP2, DHX34, DNAJB12, FBXO30, HS.541752, HS.575256, HS.580797, KIAA0241, KIAA0319L, LPGAT1, LRRFIP1, MGST1, PLAGL1, RAB43, RAP1A, RB1CC1, RGS18, RGS2, RNASE4, TMEM169, TMLHE, TOPORS, TRAF6, TSPAN2, UBE2D3, YWHAB"
M16.64,Platelet/Prostaglandin,33,"2199439, 1662795, 1794740, 2128770, 1723418, 1757237, 1690733, 2370535, 2402581, 2413816, 2131177, 1732071, 2346479, 1878108, 1842850, 1701558, 1723277, 1684368, 1776953, 2364768, 1778991, 1804929, 2407669, 1714956, 1770850, 1708516, 1755423, 1668559, 1712023, 1748450, 1744251, 2389876, 1746175, 1810797","CA2, CA2, CD151, CDR2L, CEL, DDEF2, EGF, GAS2L1, GCOM1, GRB14, GUCY1A3, HIST2H2BE, HOMER2, HS.421532, HS.79881, MAP1A, MFAP3L, MST150, MYL9, MYLK, NFIB, OXTR, PEAR1, PLA2G12A, PNMA1, PRTFDC1, PTCRA, RGS10, SLC8A3, TAL1, TBXA2R, TGFB1I1, TNFSF4, WASF3"
M16.65,TBD,34,"2343047, 2370692, 1710216, 2350421, 1778951, 1799672, 2387784, 1762888, 2390919, 1766123, 2401826, 1761083, 1674128, 1772603, 1697308, 1731640, 2171102, 1768273, 1760209, 2375386, 1772466, 1768251, 1763464, 2203896, 2285375, 2274199, 1682120, 1722239, 2160577, 2128489, 1806198, 1714805, 1704362, 1655167","ABCB9, ANKZF1, AVEN, C19ORF29, C6ORF203, CROCC, DEAF1, FAM119A, FBLN2, FHIT, FTSJ1, HNRNPA3, KIAA1604, LOC644172, LOC648405, MGC39900, MSL2L1, POP1, RNF111, RNPS1, SH2D3A, SLC25A26, SLC25A42, SMAD7, SORD, SUPT3H, THEM4, TIMM8A, TMIGD2, UQCRB, VSIG1, ZC3H14, ZNF174, ZNF502"
M16.66,TBD,34,"1664236, 1698680, 1790637, 1676016, 1699085, 1799320, 1653047, 1684445, 1679003, 1738179, 1675150, 1825773, 1857067, 1822307, 1751395, 1733103, 1746309, 1653319, 2315569, 1780774, 2361427, 1783805, 1733441, 1754757, 1745469, 1742808, 2209515, 1687442, 1677756, 1756873, 1662192, 2103480, 1732554, 1789364","ADAM28, ARL17P1, C11ORF80, C1ORF152, C8ORF16, C9ORF37, DHX40, FCRL5, FLJ11783, FOXP1, HKR1, HS.129160, HS.370110, HS.572649, KRI1, LOC285908, LOC389791, MC1R, N6AMT1, NPCDR1, PMS2L3, PNMA3, POGZ, SCNN1D, SEC24B, SF1, SNORD56, TNIK, UBE2D2, USP48, ZNF248, ZNF320, ZNF346, ZNF789"
M16.67,TBD,33,"1812281, 1740597, 1657455, 2055523, 1787897, 1779234, 1723684, 2072178, 1651498, 1785345, 2165753, 2159694, 1884950, 1797668, 1726175, 1786810, 1716468, 1773390, 1656530, 1761387, 1791534, 1658798, 1767960, 1696584, 1745242, 1745787, 1712236, 2376520, 1801776, 1652381, 1686116, 2236625, 1690822","ARG1, CDKN2D, CEACAM4, CSGALNACT1, CXCL1, CXCL6, DARC, ECHDC3, GADD45G, GPR84, HLA-A29.1, HLA-DRB4, HS.544831, INSM1, ITGAX, KIR2DL1, LOC152195, LOC641996, LOC642788, LOC648998, LOC731682, MEGF9, NSUN7, ORM1, PLSCR1, POLL, PPP1R3B, PPP2R3A, PSG9, SIGLEC5, THBS1, UTS2, VAPA"
M16.68,TBD,33,"2227533, 1755658, 1722491, 1682761, 1706275, 1656920, 1714397, 1739821, 2122103, 1682495, 1686152, 1748894, 1761733, 1689655, 1821280, 1727248, 1752283, 2306189, 2320330, 1709114, 2120965, 1742569, 1716973, 1737813, 2316878, 1680378, 1756928, 1680104, 1721605, 1778599, 1713496, 1709044, 1731612","ABHD14B, ABI3, APRT, C17ORF87, C8ORF33, CRIP1, CRYL1, EIF2S1, ETS1, FOXP1, GGA2, GTPBP3, HLA-DMB, HLA-DRA, HS.505676, INF2, ITCH, MAGED1, MAL, MAP3K7IP1, NPAT, PAPD1, POLM, PRNPIP, PTPRO, RBM45, RTN1, SLC35C1, SMYD2, SP140, ST3GAL5, TGIF2, UCHL5"
M16.69,TBD,32,"1700611, 1747697, 1791530, 1737992, 1804955, 1774602, 1672415, 1740234, 1736976, 1751171, 1673769, 2218002, 1737497, 1676036, 1797025, 1724191, 2193214, 1814661, 1788531, 1653200, 1757370, 1767135, 1745668, 1683824, 1789732, 1764165, 1693635, 1750100, 1679495, 1694514, 1726368, 1691333","CDK10, CHML, CPA5, CRAT, CTSF, FBLN2, FBXO3, GSTO2, HPCAL4, IRF2BP1, KCNG1, LIPC, LOC649009, LOC649679, LOC651380, LYCAT, MPND, PHLPP, SIT1, SLC22A17, SMPD1, SOS1, SYNE2, TMEM16G, TMEM189, TRIM65, TSPYL2, TUBB4Q, ULK3, ZDHHC11, ZNF135, ZNF57"
M16.70,TBD,29,"1733259, 1775441, 2352633, 1693771, 1672307, 1733270, 1778377, 1730731, 2089977, 1766363, 1738401, 1772131, 1685714, 1810628, 1700727, 1724628, 1790984, 1810066, 1742442, 1674696, 1753954, 1731785, 1691180, 1781388, 1709590, 1731568, 1759633, 1735737, 1651354, 1651950, 2402817","ADORA3, ARHGAP24, ARHGAP24, ASPH, BMX, CD163, ERGIC1, ERLIN1, FKBP9L, FLT3, FOXC1, IL1R2, INHBB, KIAA0367, KLF6, LOC144383, LOC642373, LOC650140, LOC654055, OLAH, OLFM4, ORM2, OTX1, PGM5, PGM5, RAB3D, REPS2, SLC11A1, SPP1, TPST1, ZBTB16"
M16.71,TBD,31,"1750003, 1686283, 2395240, 2276000, 2278235, 1744244, 1686668, 2300695, 1797055, 1736894, 1757278, 1745702, 1805300, 1754332, 1699987, 1673960, 1689624, 2382717, 2166093, 1683239, 1674072, 1689842, 1705032, 1679577, 1679837, 1690708, 1809582, 1669727, 1686360, 1786215, 1764854","CD200R1, CECR1, CHEK2, CPNE1, CTBP1, DPAGT1, GFM2, IKZF3, LIN52, LOC144983, LOC643300, LOC646675, LOC650132, LOC85389, MANEA, MAT2B, MINA, OPN3, PIK3C2A, RASSF1, RBAK, SC4MOL, SEH1L, SETD3, SGPP1, SPTBN1, VPS13C, WAC, ZNF124, ZNF3, ZNF761"
M16.72,TBD,30,"1806275, 1654287, 1736178, 1738530, 1703686, 1675577, 1774087, 1705403, 2345908, 1810915, 1651642, 1713162, 1788250, 1654890, 2057566, 1805853, 1788540, 2275803, 1669645, 1719972, 1712257, 1722742, 2177413, 1659610, 1679798, 1732187, 1660938, 2412571, 2394264, 1691702","ADAT3, ADCY9, AEBP1, ATAD3A, BRF1, C14ORF172, CCL28, CYP2S1, DDX11, FAAH, GPC2, GSTM2, LDOC1, LENG8, LOC283871, LOC653583, LOC732075, LRRC45, PKD1, PLXNA3, PPP2R3B, SCLY, TBL3, TJP3, TLR9, TMEM143, TOE1, TUBGCP6, UBTF, ZNF775"
M16.73,TBD,30,"1731610, 1801020, 2199284, 1761915, 2139035, 1687074, 1653143, 1662747, 1691861, 1673917, 2279844, 2264681, 1682968, 1728645, 1694127, 1734428, 1680246, 1716876, 1680687, 1677793, 1796085, 1690259, 1701229, 2199947, 1655733, 2205935, 2363231, 2364062, 1697472, 1793831","ABLIM1, ADK, ANAPC7, BRWD1, CASD1, CDC14B, ECD, EVI2A, FASTK, GTF2I, LCK, LETMD1, LOC648196, LOC649095, LOC650761, LSM12, MAT2B, MED27, NSF, P2RX5, PPM1B, RAE1, RBM12, REV3L, RFC2, SFXN1, SMAP1, THOC4, TM2D3, TRADD"
M16.74,TBD,29,"1812841, 1758545, 1749641, 1814998, 1664371, 1777058, 1712357, 1891324, 1906299, 1825880, 1889329, 1904853, 2381603, 1811909, 1704236, 1802831, 1701644, 1655194, 1677138, 1688606, 1808768, 1774074, 1707065, 1691458, 1672114, 1742167, 1755462, 1703036, 1778803, 2150258","C8ORF34, DNAJB12, FBXO3, FKSG30, HIATL1, HIATL1, HNRPK, HS.156414, HS.336511, HS.442504, HS.543064, HS.553431, ING3, LOC402221, MAX, MTMR12, PCDHGB6, PHF17, POLR2J3, RNFT1, ROCK1, RXRB, SALL3, SYPL1, TNFRSF10C, TUBA1C, UGCGL1, WRNIP1, ZFAND6, ZFP36L2"
M16.75,TBD,30,"2147503, 2113362, 1680419, 1658684, 2043828, 2088990, 1772943, 1805696, 1676128, 2128923, 1791466, 1859007, 1842191, 1708248, 1693225, 1764769, 1734290, 2202790, 1791925, 1844862, 1812980, 1658221, 1795846, 2053536, 1675501, 2371984, 1722923, 2367063, 1715482, 2178618","ALG13, ARL6IP1, ASB7, ATP9B, C8ORF53, CXORF21, CXORF23, DFFA, DNMT3A, HCCS, HMGB1, HS.541685, HS.543842, LILRB1, LOC646897, LOH11CR2A, MAPRE3, MCFD2, NFAM1, NSL1, OR2H2, POLH, PPP2R5C, RHBDL2, SENP5, SMAD5, SRGAP3, TPK1, ULK2, WDR44"
M16.76,TBD,25,"1679256, 1810752, 1779854, 2157099, 1701914, 2412192, 1810910, 1657803, 1812902, 1802653, 1700671, 1679217, 1802735, 1790149, 1911721, 1896012, 1653042, 2047618, 2297765, 1838319, 1671276, 1800800, 1756992, 2371911, 1789096, 2385298, 1672591, 1667224, 1774733","AP3B2, C4BPA, CARD6, CCNA1, CD274, CFH, CFH, CFH, CYYR1, EBI3, ETV7, FAM110B, FFAR3, HGF, HS.224794, HS.561679, HSD3B7, KCNE1, KCNMA1, LOC730249, LOC731823, LOC731823, MUC1, MUC1, OSTALPHA, PFKFB2, SCN9A, SLAMF8, SOCS1"
M16.77,Antigen presentation,28,"1764321, 1797735, 1763127, 2218856, 1711514, 1669972, 1765773, 1680388, 1906520, 1882953, 1678882, 1691803, 1733245, 2190842, 2082593, 1672120, 1744395, 1777759, 1797189, 1652147, 2382500, 2376859, 1765304, 1745917, 2093720, 2127722, 1761409, 1710268","ACOT4, C1ORF21, CCBP2, CCL3L1, COCH, DKFZP686O24166, FLJ16686, FLJ45337, HS.417262, HS.535825, KIR2DL1, KIR2DS5, KIR3DL1, KIR3DL2, KIR3DL3, KRT73, LOC284371, LOC401720, MAP3K12, MRPL43, MS4A14, PDGFD, PSITPTE22, SCAND2, THG1L, TMEM157, ZNF167, ZNF385D"
M16.78,B-cell,28,"2319326, 2325506, 2342271, 2180371, 1772296, 1654210, 2208903, 1720270, 2209671, 1811328, 1730572, 1873034, 2368530, 1754507, 1695370, 1772998, 1709948, 1755808, 1651610, 1707337, 1750511, 1716988, 1772959, 2110167, 1675406, 1652650, 1892403, 2298936","ADARB1, BCAS4, BCL11A, C12ORF24, C17ORF68, CD1C, CD52, CDR2, DCDC5, DPP7, HNRPDL, HS.546375, IL32, IRF4, LOC645968, LOC647436, LOC651453, LOC654194, LOC730525, MSTO1, NT5C3L, OPN3, PDCD7, POLR1E, PPAPDC1B, SH3KBP1, SNORD13, THOC3"
